"id","0"
"Message.KickedByNoFriendCode","{0} was kicked because the friend code does not exist."
"Message.AddedPlayerToBanList","Added {0} to the ban list."
"Message.FailedToLoadOptions","Failed to load options"
"Message.CopiedOptions","Copied options"
"Message.ExportedOptions","Exported options"
"Message.LoadedOptions","Loaded options"
"Message.OnlyHostCanLoadOptions","Only the host can load options"

"## 警告"
"Warning.EgoistCannotWin","Egoist cannot win"
"Warning.OverrideExiledPlayer","All ejects will be displayed as a tie since the jackals are in effect."
"Warning.InvalidRpc","Kicked {0} because an invalid RPC was received.\nPlease check that no mods other than TOH installed."
"Warning.NoModHost","No mod installed on the host"
"Warning.MismatchedVersion","{0}\nhave a different version of {1}"
"Warning.AutoExitAtMismatchedVersion","The host has no or a different version of {0}\nYou will be kicked in {1}"
"Warning.NotMatchImpostorCount","Max/min number of Impostor roles is greater than the number of Impostors."
"Warning.NotMatchRoleCount","The role is not cast correctly because the minimum number of roles is greater than the number of players."

"## エラー"
"Error.MeetingException","Error: {0}\r\nPlease use SHIFT+M+ENTER to end the meeting"
"Error.InvalidRoleAssignment","Error: Invalid role found for a player during role assignment({0})"
"Error.SpeedBoosterNullException","Error: The speed boost destination is null.\nPlease save the log and create a bug report ticket."
"Error.InvalidColor","Error: Only default colors are available."

"### ErrorText関連"
"ErrorLevel1","Some failure may occur."
"ErrorLevel2","Some failure may have occurred."
"ErrorLevel3","This version shouldn't have been released."
"TerminateCommand","Abort Command"
"#### 000 Test"
"ERR-000-000-0","No Error"
"ERR-000-900-0","Test Error Lv.0"
"ERR-000-910-1","Test Error Lv.1"
"ERR-000-920-2","Test Error Lv.2"
"ERR-000-930-3","Test Error Lv.3"
"ERR-000-804-1","TownOfHost does not support the Vanilla HnS, so unloaded."
"#### 001 Main"
"ERR-001-000-3","Main dictionary has duplicated keys."
"ERR-001-010-3","Duplicate Options ID"
"#### 002 Support"
"ERR-002-000-1","Unsupported AmongUs version. Please update."
"#### 010 Session"
"ERR-010-000-2","An error occurred while processing disconnection. Please abort the game."
"ERR-010-001-2","An error occurred while processing disconnection. Please recreate the lobby."

"## その他"
"DefaultSystemMessageTitle","【===== System Message =====】"
"MessageFromTheHost","【Message From The Host】"
"TabGroup.MainSettings","Main Settings"
"TabGroup.CrewmateRoles","Crewmate Roles"
"TabGroup.NeutralRoles","Neutral Roles"
"TabGroup.ImpostorRoles","Impostor Roles"
"TabGroup.Addons","Add-Ons"
"ActiveRolesList","Active Roles List"
"ForExample","Example Use"
"ForceEnd","Aborted"
"EveryoneDied","No One Left"
"ForceEndText","Host has aborted the game"
"ShowResults","Show Results"
"HideResults","Hide Results"
"HideGameCodes","Hide Game Code"
"updateButton","Update"
"updatePleaseWait","Please Wait..."
"updateManually","Update failed.\nPlease Update Manually."
"updateInProgress","Updating..."
"announcementUpdate","<size=3f>Update v{0}</size>\n{1}"
"announcementChangelog","<size=3f>ChangeLogs v{0}</size>\n{1}"
"updateRestart","Update Finished!\nPlease restart the game."
"updateFailed","Update failed."
"onSetPublicNoLatest","Public rooms are only available in the latest version.\nPlease update."
"CanNotJoinPublicRoomNoLatest","You can't join public rooms without the latest version.\nPlease update."
"ModBrokenMessage","The MOD file is damaged.\nPlease reinstall."
"UnsupportedVersion","Unsupported AmongUs version.\nPlease update."
"DisabledByProgram","Public rooms have been disabled by the program"
"PublicNotAvailableOnThisVersion","Public lobbies are not available on this version.\nPlease visit our Discord 'modアナウンス' channel for details."
"EnterVentToWin","Enter Vent to Win!!"
"FireworksPutPhase","{0} Fireworks Left"
"FireworksWaitPhase","Wait for it..."
"FireworksReadyFirePhase","Fire!"
"StandardHAS","Hide And Seek with Roles"
"StandardHASWaitingTime","Standby"
"Prerelease","Pre-release"
"InvalidArgs","Invalid Args"
"On","ON"
"Off","OFF"
"ColoredOn","<color=#4cb3fe>ON</color>"
"ColoredOff","<color=#ff4c6f>OFF</color>"
"CurrentActiveSettingsHelp","Current Active Settings Help"
"WitchCurrentMode","Current Mode:"
"WitchModeKill","Kill"
"WitchModeSpell","Spell"
"WitchModeDouble","Double Enable"
"BountyCurrentTarget","Current Target"
"StealthDarkened","Darkened: {0}"
"Roles","Roles"
"Settings","Settings"
"Addons","Add-Ons"
"LastResult","Match Results"
"KillLog","Kill Log"
"Maximum","Max"
"Rate0","0%"
"Rate5","5%"
"Rate10","10%"
"Rate20","20%"
"Rate30","30%"
"Rate40","40%"
"Rate50","50%"
"Rate60","60%"
"Rate70","70%"
"Rate80","80%"
"Rate90","90%"
"Rate100","100%"
"Preset","Preset"
"Preset_1","Preset 1"
"Preset_2","Preset 2"
"Preset_3","Preset 3"
"Preset_4","Preset 4"
"Preset_5","Preset 5"
"Standard","Standard"
"GameMode","Game Mode"
"PressTabToNextPage","Press Tab or Number for Next Page..."
"RoleSummaryText","Game End Player-Roles List:"
"doOverride","Override %role%'s Tasks(At Least 1)"
"assignCommonTasks","Give %role% Common Tasks"
"roleLongTasksNum","%role% Long Tasks"
"roleShortTasksNum","%role% Short Tasks"
"Format.Players","{0}"
"Format.Seconds","{0}s"
"Format.Percent","{0}%"
"Format.Times","{0}"
"Format.Multiplier","{0}x"
"Format.Votes","{0}"
"Format.Pieces","{0}"
"KillButtonText","Kill"
"SniperSnipeButtonText","Snipe"
"FireWorksExplosionButtonText","Fire"
"FireWorksInstallAtionButtonText","Set"
"SerialKillerSuicideButtonText","Suicide Timer"
"WarlockCurseButtonText","Curse"
"WitchSpellButtonText","Spell"
"VampireBiteButtonText","Bite"
"ArsonistDouseButtonText","Douse"
"PuppeteerOperateButtonText","Manipulate"
"BountyHunterChangeButtonText","Swap"
"EvilTrackerChangeButtonText","Track"
"DefaultShapeshiftText","Shift"
"DisabledBySettings","Disabled by Settings"
"Disabled","Disabled"
"FailToTrack","Failed To Track"
"LastAdminInfo","Last-minute admin information"
"MurderNotify","Murder"
"Deadbody","DEAD"
"PenguinKillButtonText","Drag"
"PenguinTimerText","Drag Timer"
"Infected","Infected"
